age_days,authoritative,evidence_id,path,status,version
178,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
79,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,3
1,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,3
174,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,2
57,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,2
91,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,UNAVAILABLE,2
173,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,2
38,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,1
7,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,5
19,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,5
98,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,1
13,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,5
69,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,UNAVAILABLE,1
147,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,UNAVAILABLE,4
7,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,3
155,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,3
11,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,5
110,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,2
127,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,4
81,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,5
120,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,4
21,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,5
68,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,1
80,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,1
