age_days,authoritative,evidence_id,path,status,version
104,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,3
150,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,1
40,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,4
126,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,4
58,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,3
60,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,3
141,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,3
32,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,4
132,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,2
124,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,1
160,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,2
26,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,3
177,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,3
157,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,UNAVAILABLE,4
123,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,AVAILABLE,3
80,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,1
24,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,5
170,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,4
87,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,4
84,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,5
11,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,1
72,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,5
30,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,2
56,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,3
123,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,AVAILABLE,2
76,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,3
64,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,5
49,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,2
130,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,5
70,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,3
52,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,4
23,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,2
59,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,1
70,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,3
3,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,4
57,False,THREAT_MODEL,gate_evidence/security/threat_model.docx,AVAILABLE,1
79,True,BACKUP_JOBS,gate_evidence/tech_readiness/backup_jobs.csv,AVAILABLE,3
159,True,RESTORE_TEST,gate_evidence/tech_readiness/restore_test.csv,AVAILABLE,4
97,True,FAILOVER_TEST,gate_evidence/tech_readiness/failover_test.csv,AVAILABLE,2
26,True,LOAD_TEST,gate_evidence/tech_readiness/load_test.csv,AVAILABLE,1
83,True,CI_PIPELINE,gate_evidence/tech_readiness/ci_pipeline.json,AVAILABLE,3
50,False,RUNBOOK,gate_evidence/tech_readiness/production_runbook.docx,AVAILABLE,5
70,True,ROLLBACK_TEST,gate_evidence/tech_readiness/rollback_test.csv,AVAILABLE,3
97,True,SLO_SLI,gate_evidence/tech_readiness/slo_sli.csv,UNAVAILABLE,4
20,True,MONITOR_ALERTS,gate_evidence/tech_readiness/monitor_alerts.csv,AVAILABLE,3
