age_days,authoritative,evidence_id,path,status,version
146,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
36,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,3
64,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,3
137,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,4
57,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,2
88,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,1
169,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,5
174,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,4
13,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,UNAVAILABLE,4
12,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,2
179,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,5
102,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,3
134,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,3
139,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,3
98,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,AVAILABLE,5
51,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,4
7,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,3
160,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,1
25,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,2
157,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,4
174,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,4
71,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,2
121,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,5
27,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,4
138,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,UNAVAILABLE,4
54,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,2
139,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,5
122,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,2
95,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,4
63,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,5
1,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,5
29,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,2
45,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,4
72,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,3
65,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,5
111,False,THREAT_MODEL,gate_evidence/security/threat_model.docx,AVAILABLE,2
94,True,BACKUP_JOBS,gate_evidence/tech_readiness/backup_jobs.csv,AVAILABLE,1
3,True,RESTORE_TEST,gate_evidence/tech_readiness/restore_test.csv,AVAILABLE,5
122,True,FAILOVER_TEST,gate_evidence/tech_readiness/failover_test.csv,AVAILABLE,4
114,True,LOAD_TEST,gate_evidence/tech_readiness/load_test.csv,AVAILABLE,3
65,True,CI_PIPELINE,gate_evidence/tech_readiness/ci_pipeline.json,AVAILABLE,3
176,False,RUNBOOK,gate_evidence/tech_readiness/production_runbook.docx,AVAILABLE,3
84,True,ROLLBACK_TEST,gate_evidence/tech_readiness/rollback_test.csv,AVAILABLE,2
61,True,SLO_SLI,gate_evidence/tech_readiness/slo_sli.csv,AVAILABLE,3
23,True,MONITOR_ALERTS,gate_evidence/tech_readiness/monitor_alerts.csv,AVAILABLE,4
76,False,RFP,gate_evidence/procurement/RFP.docx,AVAILABLE,5
152,False,VENDOR_OFFERS,gate_evidence/procurement/vendor_offers.csv,AVAILABLE,3
49,False,SCORING_MATRIX,gate_evidence/procurement/scoring_matrix.csv,AVAILABLE,3
148,True,DUE_DILIGENCE,gate_evidence/procurement/due_diligence.csv,AVAILABLE,2
0,False,PRICING_TCO,gate_evidence/procurement/pricing_tco.csv,AVAILABLE,2
163,False,VENDOR_EVIDENCE_REQUEST,gate_evidence/procurement/vendor_evidence_request.docx,AVAILABLE,1
51,False,MSA,gate_evidence/legal/MSA.docx,AVAILABLE,5
44,False,DPA,gate_evidence/legal/DPA.docx,AVAILABLE,4
132,False,SLA_ANNEX,gate_evidence/legal/SLA_Annex.docx,AVAILABLE,1
17,False,INSURANCE,gate_evidence/legal/Insurance_Certificate.docx,AVAILABLE,2
97,True,SIGNING_AUTHORITY,gate_evidence/legal/signing_authority.csv,AVAILABLE,1
155,True,CONTRACT_PLAYBOOK,gate_evidence/legal/contract_playbook.json,AVAILABLE,5
154,False,NEGOTIATION_LOG,gate_evidence/legal/negotiation_log.docx,AVAILABLE,3
76,True,DATA_INVENTORY,gate_evidence/compliance/data_inventory.csv,AVAILABLE,2
141,True,ROPA,gate_evidence/compliance/ropa.csv,AVAILABLE,1
6,False,DPIA,gate_evidence/compliance/DPIA.docx,AVAILABLE,4
107,True,REG_MAPPING,gate_evidence/compliance/regulatory_mapping.csv,AVAILABLE,1
178,True,RETENTION,gate_evidence/compliance/retention_schedule.csv,AVAILABLE,1
167,False,ACCESSIBILITY,gate_evidence/compliance/accessibility_report.csv,AVAILABLE,5
75,True,CONTROL_MATRIX,gate_evidence/compliance/control_matrix.csv,AVAILABLE,3
134,True,EXPORT_CONTROL,gate_evidence/compliance/export_control.csv,AVAILABLE,2
61,False,AI_IMPACT,gate_evidence/compliance/AI_Impact_Assessment.docx,AVAILABLE,3
0,True,REVIEW_FACTS_GENERAL,gate_evidence/general/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_IT,gate_evidence/it/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_ARCHITECTURE,gate_evidence/architecture/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_SECURITY,gate_evidence/security/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_TECH_READINESS,gate_evidence/tech_readiness/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_PROCUREMENT,gate_evidence/procurement/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_LEGAL,gate_evidence/legal/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_COMPLIANCE,gate_evidence/compliance/review_facts.json,AVAILABLE,1
