age_days,authoritative,evidence_id,path,status,version
157,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
65,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,3
150,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,2
14,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,5
46,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,2
49,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,1
68,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,2
2,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,2
45,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,5
102,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,UNAVAILABLE,5
24,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,5
72,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,1
49,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,5
118,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,UNAVAILABLE,3
107,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,AVAILABLE,5
37,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,1
172,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,2
90,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,3
70,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,1
56,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,4
53,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,5
120,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,2
71,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,2
72,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,4
114,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,AVAILABLE,5
22,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,3
51,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,3
96,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,UNAVAILABLE,5
0,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,3
30,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,5
92,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,UNAVAILABLE,2
105,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,4
163,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,3
134,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,4
50,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,4
63,False,THREAT_MODEL,gate_evidence/security/threat_model.docx,AVAILABLE,3
40,True,BACKUP_JOBS,gate_evidence/tech_readiness/backup_jobs.csv,AVAILABLE,5
165,True,RESTORE_TEST,gate_evidence/tech_readiness/restore_test.csv,UNAVAILABLE,4
9,True,FAILOVER_TEST,gate_evidence/tech_readiness/failover_test.csv,UNAVAILABLE,5
109,True,LOAD_TEST,gate_evidence/tech_readiness/load_test.csv,AVAILABLE,1
82,True,CI_PIPELINE,gate_evidence/tech_readiness/ci_pipeline.json,AVAILABLE,3
80,False,RUNBOOK,gate_evidence/tech_readiness/production_runbook.docx,AVAILABLE,3
71,True,ROLLBACK_TEST,gate_evidence/tech_readiness/rollback_test.csv,AVAILABLE,1
83,True,SLO_SLI,gate_evidence/tech_readiness/slo_sli.csv,AVAILABLE,5
89,True,MONITOR_ALERTS,gate_evidence/tech_readiness/monitor_alerts.csv,AVAILABLE,2
124,False,RFP,gate_evidence/procurement/RFP.docx,AVAILABLE,4
52,False,VENDOR_OFFERS,gate_evidence/procurement/vendor_offers.csv,AVAILABLE,5
151,False,SCORING_MATRIX,gate_evidence/procurement/scoring_matrix.csv,AVAILABLE,4
69,True,DUE_DILIGENCE,gate_evidence/procurement/due_diligence.csv,AVAILABLE,3
130,False,PRICING_TCO,gate_evidence/procurement/pricing_tco.csv,AVAILABLE,3
77,False,VENDOR_EVIDENCE_REQUEST,gate_evidence/procurement/vendor_evidence_request.docx,AVAILABLE,1
22,False,MSA,gate_evidence/legal/MSA.docx,AVAILABLE,2
168,False,DPA,gate_evidence/legal/DPA.docx,AVAILABLE,1
17,False,SLA_ANNEX,gate_evidence/legal/SLA_Annex.docx,AVAILABLE,4
151,False,INSURANCE,gate_evidence/legal/Insurance_Certificate.docx,AVAILABLE,4
107,True,SIGNING_AUTHORITY,gate_evidence/legal/signing_authority.csv,AVAILABLE,3
44,True,CONTRACT_PLAYBOOK,gate_evidence/legal/contract_playbook.json,AVAILABLE,2
140,False,NEGOTIATION_LOG,gate_evidence/legal/negotiation_log.docx,AVAILABLE,2
156,True,DATA_INVENTORY,gate_evidence/compliance/data_inventory.csv,AVAILABLE,5
53,True,ROPA,gate_evidence/compliance/ropa.csv,AVAILABLE,3
107,False,DPIA,gate_evidence/compliance/DPIA.docx,AVAILABLE,2
28,True,REG_MAPPING,gate_evidence/compliance/regulatory_mapping.csv,AVAILABLE,2
124,True,RETENTION,gate_evidence/compliance/retention_schedule.csv,UNAVAILABLE,4
16,False,ACCESSIBILITY,gate_evidence/compliance/accessibility_report.csv,AVAILABLE,4
105,True,CONTROL_MATRIX,gate_evidence/compliance/control_matrix.csv,AVAILABLE,1
107,True,EXPORT_CONTROL,gate_evidence/compliance/export_control.csv,AVAILABLE,2
68,False,AI_IMPACT,gate_evidence/compliance/AI_Impact_Assessment.docx,AVAILABLE,3
