age_days,authoritative,evidence_id,path,status,version
20,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
84,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,5
132,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,4
89,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,5
86,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,2
119,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,3
24,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,3
139,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,2
119,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,UNAVAILABLE,1
6,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,UNAVAILABLE,4
81,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,5
32,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,4
146,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,5
105,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,4
11,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,AVAILABLE,2
165,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,5
134,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,5
179,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,4
178,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,1
100,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,3
118,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,4
167,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,4
27,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,2
137,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,1
116,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,AVAILABLE,1
13,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,2
89,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,5
156,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,UNAVAILABLE,4
133,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,1
163,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,2
48,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,4
127,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,2
122,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,UNAVAILABLE,5
