age_days,authoritative,evidence_id,path,status,version
29,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,1
101,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,1
105,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,4
156,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,2
118,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,3
21,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,4
3,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,3
15,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,AVAILABLE,1
8,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,UNAVAILABLE,4
117,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,1
53,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,UNAVAILABLE,1
58,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,2
38,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,5
2,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,2
41,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,4
14,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,3
140,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,5
90,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,1
48,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,3
86,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,4
156,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,4
24,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,2
41,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,2
151,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,1
77,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,UNAVAILABLE,4
23,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,4
29,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,UNAVAILABLE,5
123,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,UNAVAILABLE,1
149,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,3
57,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,1
39,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,4
90,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,5
26,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,5
