age_days,authoritative,evidence_id,path,status,version
106,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,1
73,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,1
49,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,2
113,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,4
94,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,2
130,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,4
146,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,3
33,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,UNAVAILABLE,5
154,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,4
33,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,3
97,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,UNAVAILABLE,4
25,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,2
100,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,1
10,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,5
101,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,2
82,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,2
48,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,2
80,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,5
107,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,5
6,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,2
130,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,1
16,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,1
4,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,2
32,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,2
99,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,AVAILABLE,5
142,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,4
154,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,5
66,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,3
165,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,3
19,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,UNAVAILABLE,4
127,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,4
71,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,2
79,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,UNAVAILABLE,3
80,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,1
115,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,4
