age_days,authoritative,evidence_id,path,status,version
124,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,3
103,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,4
92,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,3
77,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,1
50,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,3
82,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,2
36,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,2
133,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,UNAVAILABLE,5
40,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,4
106,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,UNAVAILABLE,4
149,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,5
117,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,1
7,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,2
118,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,3
29,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,3
98,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,5
93,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,3
69,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,2
174,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,4
137,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,1
25,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,2
179,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,3
80,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,4
32,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,2
52,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,UNAVAILABLE,3
151,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,4
171,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,UNAVAILABLE,5
151,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,2
8,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,2
84,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,5
68,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,3
20,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,1
133,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,2
110,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,2
54,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,2
103,False,THREAT_MODEL,gate_evidence/security/threat_model.docx,AVAILABLE,5
59,True,BACKUP_JOBS,gate_evidence/tech_readiness/backup_jobs.csv,AVAILABLE,2
179,True,RESTORE_TEST,gate_evidence/tech_readiness/restore_test.csv,AVAILABLE,5
113,True,FAILOVER_TEST,gate_evidence/tech_readiness/failover_test.csv,AVAILABLE,5
92,True,LOAD_TEST,gate_evidence/tech_readiness/load_test.csv,AVAILABLE,1
77,True,CI_PIPELINE,gate_evidence/tech_readiness/ci_pipeline.json,UNAVAILABLE,5
25,False,RUNBOOK,gate_evidence/tech_readiness/production_runbook.docx,AVAILABLE,4
149,True,ROLLBACK_TEST,gate_evidence/tech_readiness/rollback_test.csv,AVAILABLE,2
166,True,SLO_SLI,gate_evidence/tech_readiness/slo_sli.csv,UNAVAILABLE,2
70,True,MONITOR_ALERTS,gate_evidence/tech_readiness/monitor_alerts.csv,AVAILABLE,2
154,False,RFP,gate_evidence/procurement/RFP.docx,AVAILABLE,5
22,False,VENDOR_OFFERS,gate_evidence/procurement/vendor_offers.csv,AVAILABLE,5
140,False,SCORING_MATRIX,gate_evidence/procurement/scoring_matrix.csv,AVAILABLE,2
177,True,DUE_DILIGENCE,gate_evidence/procurement/due_diligence.csv,AVAILABLE,5
75,False,PRICING_TCO,gate_evidence/procurement/pricing_tco.csv,AVAILABLE,2
101,False,VENDOR_EVIDENCE_REQUEST,gate_evidence/procurement/vendor_evidence_request.docx,AVAILABLE,4
133,False,MSA,gate_evidence/legal/MSA.docx,AVAILABLE,4
98,False,DPA,gate_evidence/legal/DPA.docx,AVAILABLE,5
25,False,SLA_ANNEX,gate_evidence/legal/SLA_Annex.docx,AVAILABLE,5
61,False,INSURANCE,gate_evidence/legal/Insurance_Certificate.docx,AVAILABLE,3
23,True,SIGNING_AUTHORITY,gate_evidence/legal/signing_authority.csv,AVAILABLE,4
10,True,CONTRACT_PLAYBOOK,gate_evidence/legal/contract_playbook.json,AVAILABLE,2
70,False,NEGOTIATION_LOG,gate_evidence/legal/negotiation_log.docx,AVAILABLE,2
56,True,DATA_INVENTORY,gate_evidence/compliance/data_inventory.csv,UNAVAILABLE,1
75,True,ROPA,gate_evidence/compliance/ropa.csv,AVAILABLE,3
97,False,DPIA,gate_evidence/compliance/DPIA.docx,AVAILABLE,4
71,True,REG_MAPPING,gate_evidence/compliance/regulatory_mapping.csv,AVAILABLE,2
57,True,RETENTION,gate_evidence/compliance/retention_schedule.csv,AVAILABLE,2
124,False,ACCESSIBILITY,gate_evidence/compliance/accessibility_report.csv,AVAILABLE,5
26,True,CONTROL_MATRIX,gate_evidence/compliance/control_matrix.csv,AVAILABLE,4
122,True,EXPORT_CONTROL,gate_evidence/compliance/export_control.csv,UNAVAILABLE,1
