age_days,authoritative,evidence_id,path,status,version
82,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
61,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,2
34,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,3
70,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,4
179,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,1
132,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,3
48,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,1
163,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,UNAVAILABLE,5
125,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,2
53,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,5
175,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,3
114,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,1
89,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,4
152,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,5
86,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,1
28,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,3
163,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,4
99,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,1
36,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,2
109,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,3
127,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,1
6,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,4
49,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,3
153,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,5
19,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,UNAVAILABLE,5
154,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,AVAILABLE,1
112,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,UNAVAILABLE,4
138,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,3
41,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,2
106,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,4
5,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,3
6,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,UNAVAILABLE,4
175,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,4
131,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,1
29,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,5
38,False,THREAT_MODEL,gate_evidence/security/threat_model.docx,AVAILABLE,5
142,True,BACKUP_JOBS,gate_evidence/tech_readiness/backup_jobs.csv,AVAILABLE,2
31,True,RESTORE_TEST,gate_evidence/tech_readiness/restore_test.csv,AVAILABLE,2
170,True,FAILOVER_TEST,gate_evidence/tech_readiness/failover_test.csv,UNAVAILABLE,1
90,True,LOAD_TEST,gate_evidence/tech_readiness/load_test.csv,UNAVAILABLE,2
93,True,CI_PIPELINE,gate_evidence/tech_readiness/ci_pipeline.json,AVAILABLE,2
177,False,RUNBOOK,gate_evidence/tech_readiness/production_runbook.docx,AVAILABLE,3
113,True,ROLLBACK_TEST,gate_evidence/tech_readiness/rollback_test.csv,AVAILABLE,2
17,True,SLO_SLI,gate_evidence/tech_readiness/slo_sli.csv,AVAILABLE,3
97,True,MONITOR_ALERTS,gate_evidence/tech_readiness/monitor_alerts.csv,AVAILABLE,2
70,False,RFP,gate_evidence/procurement/RFP.docx,AVAILABLE,5
148,False,VENDOR_OFFERS,gate_evidence/procurement/vendor_offers.csv,AVAILABLE,3
97,False,SCORING_MATRIX,gate_evidence/procurement/scoring_matrix.csv,AVAILABLE,2
137,True,DUE_DILIGENCE,gate_evidence/procurement/due_diligence.csv,AVAILABLE,2
65,False,PRICING_TCO,gate_evidence/procurement/pricing_tco.csv,AVAILABLE,5
5,False,VENDOR_EVIDENCE_REQUEST,gate_evidence/procurement/vendor_evidence_request.docx,AVAILABLE,1
43,False,MSA,gate_evidence/legal/MSA.docx,AVAILABLE,4
106,False,DPA,gate_evidence/legal/DPA.docx,AVAILABLE,5
110,False,SLA_ANNEX,gate_evidence/legal/SLA_Annex.docx,AVAILABLE,4
57,False,INSURANCE,gate_evidence/legal/Insurance_Certificate.docx,AVAILABLE,3
119,True,SIGNING_AUTHORITY,gate_evidence/legal/signing_authority.csv,AVAILABLE,3
161,True,CONTRACT_PLAYBOOK,gate_evidence/legal/contract_playbook.json,AVAILABLE,1
7,False,NEGOTIATION_LOG,gate_evidence/legal/negotiation_log.docx,AVAILABLE,2
99,True,DATA_INVENTORY,gate_evidence/compliance/data_inventory.csv,AVAILABLE,2
141,True,ROPA,gate_evidence/compliance/ropa.csv,AVAILABLE,5
152,False,DPIA,gate_evidence/compliance/DPIA.docx,AVAILABLE,4
87,True,REG_MAPPING,gate_evidence/compliance/regulatory_mapping.csv,UNAVAILABLE,2
78,True,RETENTION,gate_evidence/compliance/retention_schedule.csv,AVAILABLE,5
80,False,ACCESSIBILITY,gate_evidence/compliance/accessibility_report.csv,AVAILABLE,1
77,True,CONTROL_MATRIX,gate_evidence/compliance/control_matrix.csv,AVAILABLE,3
12,True,EXPORT_CONTROL,gate_evidence/compliance/export_control.csv,AVAILABLE,4
23,False,AI_IMPACT,gate_evidence/compliance/AI_Impact_Assessment.docx,AVAILABLE,2
0,True,REVIEW_FACTS_GENERAL,gate_evidence/general/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_IT,gate_evidence/it/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_ARCHITECTURE,gate_evidence/architecture/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_SECURITY,gate_evidence/security/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_TECH_READINESS,gate_evidence/tech_readiness/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_PROCUREMENT,gate_evidence/procurement/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_LEGAL,gate_evidence/legal/review_facts.json,AVAILABLE,1
0,True,REVIEW_FACTS_COMPLIANCE,gate_evidence/compliance/review_facts.json,AVAILABLE,1
