age_days,authoritative,evidence_id,path,status,version
85,False,PROJECT_CHARTER,shared/project_charter.docx,AVAILABLE,4
150,False,BUSINESS_CASE,gate_evidence/general/business_case.csv,AVAILABLE,4
173,True,BUDGET_APPROVAL,gate_evidence/general/budget_approval.csv,AVAILABLE,3
40,False,ACTION_REGISTER,shared/action_register.csv,AVAILABLE,1
29,False,BENEFITS_PLAN,gate_evidence/general/benefits_plan.docx,AVAILABLE,1
84,True,PORTFOLIO_SNAPSHOT,gate_evidence/general/portfolio_snapshot.csv,AVAILABLE,1
120,False,COMMITTEE_BRIEFING,gate_evidence/general/committee_briefing.docx,AVAILABLE,1
56,True,CMDB_EXPORT,gate_evidence/it/cmdb_export.csv,UNAVAILABLE,5
53,True,TECH_CATALOG,gate_evidence/it/technology_catalog.json,AVAILABLE,5
92,True,LICENSE_POSITION,gate_evidence/it/license_position.csv,AVAILABLE,4
85,True,LIFECYCLE_REGISTER,gate_evidence/it/lifecycle_eol.csv,AVAILABLE,1
119,False,SUPPORT_RACI,gate_evidence/it/support_raci.docx,AVAILABLE,5
146,True,ITSM_CHANGE,gate_evidence/it/itsm_change.csv,AVAILABLE,4
37,True,CAPACITY_REPORT,gate_evidence/it/capacity_report.csv,AVAILABLE,5
179,False,TECH_WAIVER,gate_evidence/it/technology_waiver.docx,NOT_APPLICABLE,5
62,False,HLD,gate_evidence/architecture/Architecture_Diagram_Detailed.svg,AVAILABLE,4
163,False,LLD,gate_evidence/architecture/LLD_Architecture_Notes.docx,AVAILABLE,4
34,False,FLOW_MATRIX,gate_evidence/architecture/flow_matrix.csv,AVAILABLE,5
30,False,OPENAPI,gate_evidence/architecture/openapi.yaml,AVAILABLE,1
161,False,DATA_MODEL,gate_evidence/architecture/data_model.json,AVAILABLE,5
102,False,DATA_LINEAGE,gate_evidence/architecture/data_lineage.csv,AVAILABLE,5
159,True,IP_PLAN,gate_evidence/architecture/ip_plan.csv,AVAILABLE,3
19,False,ADR_REGISTER,gate_evidence/architecture/adr_register.csv,AVAILABLE,3
169,False,ARCH_DEBT,gate_evidence/architecture/architecture_debt.csv,AVAILABLE,3
79,True,AZURE_RESOURCE_GRAPH,gate_evidence/security/azure_resource_graph.json,AVAILABLE,3
80,True,IAM_EXPORT,gate_evidence/security/entra_role_assignments.csv,UNAVAILABLE,5
57,True,CONDITIONAL_ACCESS,gate_evidence/security/conditional_access.json,AVAILABLE,3
115,True,NSG_RULES,gate_evidence/security/nsg_rules.csv,AVAILABLE,1
23,True,WAF_POLICY,gate_evidence/security/waf_policy.json,AVAILABLE,5
100,True,SENTINEL_STATUS,gate_evidence/security/sentinel_connectors.json,AVAILABLE,3
93,True,FIREWALL_POLICY,gate_evidence/security/firewall_policy.json,AVAILABLE,2
162,True,KEYVAULT_CONFIG,gate_evidence/security/keyvault_configuration.json,AVAILABLE,3
50,True,DEFENDER_FINDINGS,gate_evidence/security/defender_findings.csv,AVAILABLE,3
163,True,VULN_SCAN,gate_evidence/security/vulnerability_scan.csv,AVAILABLE,2
156,False,PENTEST,gate_evidence/security/pentest_report.docx,AVAILABLE,4
